latitude,longitude,censo_2022_estabelecimento_outras_finalidades_poi_counts,censo_2022_domicilio_particular_poi_counts,censo_2022_estabelecimento_construcao_poi_counts,censo_2022_estabelecimento_religioso_poi_counts,censo_2022_estabelecimento_ensino_poi_counts,censo_2022_estabelecimento_saude_poi_counts,censo_2022_domicilio_coletivo_poi_counts,censo_2022_estabelecimento_agro_poi_counts
-20.328833,-50.588367,0,8,0,0,0,0,0,5
-20.285873,-50.558044,20,587,22,1,1,0,1,0
-20.277498,-50.544945,255,1512,21,7,4,13,3,0
-20.271059,-50.504078,15,24,2,0,0,0,0,5
-20.289242,-50.6062,0,7,0,0,0,0,0,4
-20.277546,-50.545727,273,1538,20,7,4,14,3,0
-20.299938,-50.501842,0,5,0,0,0,0,0,5
-20.34171,-50.588806,0,6,0,0,0,0,0,3
-20.191957,-50.56904,0,0,0,0,0,0,0,0
-20.297918,-50.54392,27,54,6,1,0,0,2,3
-20.272186,-50.525734,49,1388,21,3,1,1,0,0
-20.299252,-50.540234,25,89,6,0,0,0,2,2
-20.241623,-50.46654,0,3,0,0,0,0,0,3
-20.164112,-50.591007,0,0,0,0,0,0,0,0
-20.285816,-50.540447,74,515,27,1,3,0,0,0
-20.244413,-50.55743,55,1028,62,1,2,1,0,0
-20.185112,-50.523685,0,1,0,0,0,0,0,1
-20.322515,-50.59567,0,10,0,0,0,0,0,10
-20.217533,-50.55443,0,0,0,0,0,0,0,0
-20.266174,-50.544342,609,929,34,3,3,19,2,0
-20.240343,-50.55551,15,601,82,1,1,1,0,0
-20.261631,-50.542736,230,652,24,1,0,2,0,0
-20.333633,-50.490833,0,1,0,0,0,0,0,1
-20.26697,-50.51918,22,104,8,1,0,0,0,2
-20.25148,-50.53526,0,14,0,0,0,0,0,0
-20.253893,-50.5425,3,374,60,0,0,0,0,0
-20.262962,-50.472958,0,4,0,0,0,0,0,4
-20.258806,-50.53568,92,197,28,1,0,0,0,0
-20.24469,-50.556458,58,1223,54,1,2,1,0,0
-20.240541,-50.551113,2,305,30,0,0,0,0,1
-20.258057,-50.532997,43,202,36,0,0,0,0,0
-20.252655,-50.587048,3,5,0,0,0,0,0,6
-20.258709,-50.5405,79,433,23,1,0,0,0,0
-20.250341,-50.533173,1,2,0,0,0,0,0,1
-20.249508,-50.593174,4,9,0,0,0,0,0,8
-20.227455,-50.534405,1,10,1,0,0,0,0,9
-20.275654,-50.55945,76,799,25,0,5,1,0,1
-20.26648,-50.530373,215,836,11,5,2,0,0,0
-20.323896,-50.506405,1,8,0,0,0,0,0,4
-20.255655,-50.54279,20,605,63,1,0,0,0,0
-20.275911,-50.50406,0,13,0,0,0,0,0,9
-20.269482,-50.556347,184,1404,38,2,0,26,1,0
-20.290794,-50.496384,0,5,0,0,0,0,0,4
-20.324392,-50.50602,1,6,0,0,0,0,0,2
-20.16458,-50.563828,0,2,0,0,0,0,0,2
-20.271055,-50.560238,84,1342,29,1,3,0,0,0
-20.29975,-50.57784,0,1,0,0,0,0,0,1
-20.271902,-50.55176,745,1318,48,5,2,80,5,0
-20.274977,-50.530617,53,1651,33,5,2,1,0,1
-20.256426,-50.54732,160,835,65,1,4,0,0,0
-20.249493,-50.5935,4,9,0,0,0,0,0,8
-20.291271,-50.54819,29,608,30,1,0,0,0,3
-20.26618,-50.509937,19,34,4,0,0,0,0,13
-20.25619,-50.545277,88,763,66,0,1,0,0,0
-20.328411,-50.593422,0,9,0,0,0,0,0,5
-20.36905,-50.575027,0,3,0,0,0,0,0,2
-20.370993,-50.57749,0,5,0,0,0,0,0,3
-20.182814,-50.53359,0,3,0,0,0,0,0,3
-20.205105,-50.59129,0,5,0,0,0,0,0,4
-20.24525,-50.551304,20,957,37,2,0,0,0,0
-20.377075,-50.59079,0,2,0,0,0,0,0,1
-20.280256,-50.499886,0,5,0,0,0,0,0,3
-20.245726,-50.551094,19,942,35,2,0,0,0,1
-20.3198,-50.657803,0,0,0,0,0,0,0,0
-20.268223,-50.543385,684,1044,31,3,5,24,5,0
-20.380249,-50.59893,0,2,0,0,0,0,0,2
-20.268656,-50.53961,225,1409,25,6,4,7,2,0
-20.2595,-50.57996,0,5,0,0,0,0,0,2
-20.30104,-50.569923,0,8,0,0,0,0,0,4
-20.265022,-50.542908,322,749,23,2,2,6,1,0
-20.260881,-50.54952,277,849,19,2,5,3,1,1
-20.214794,-50.583374,0,9,0,0,0,0,0,5
-20.234344,-50.551765,0,10,1,0,0,0,0,4
-20.193596,-50.524666,0,2,0,0,0,0,0,3
-20.276594,-50.50843,31,14,4,0,0,0,0,7
-20.286575,-50.552986,54,972,34,1,2,1,1,1
-20.273623,-50.45946,0,4,0,0,0,0,0,4
-20.272722,-50.481407,0,3,0,0,0,0,0,1
-20.353962,-50.524117,0,2,0,0,0,0,0,2
-20.270132,-50.52604,72,1378,20,8,2,1,1,0
-20.226585,-50.544556,1,3,0,0,0,0,0,5
-20.293352,-50.54985,24,587,34,2,0,0,0,3
-20.290205,-50.540264,83,553,30,1,0,0,0,0
-20.27114,-50.54482,890,1343,34,2,7,31,11,0
-20.279108,-50.544926,206,1391,20,8,2,6,1,0
-20.253458,-50.53944,0,125,16,0,0,0,0,0
-20.256918,-50.53417,29,181,24,0,0,0,0,0
-20.28131,-50.54171,133,909,21,8,3,4,0,0
-20.26457,-50.532402,167,516,21,1,1,1,0,0
-20.182108,-50.60914,3,15,0,0,0,0,0,7
-20.262444,-50.517273,0,6,2,0,0,0,0,4
-20.300062,-50.54028,23,84,6,0,0,0,0,2
-20.21492,-50.583607,0,9,0,0,0,0,0,5
-20.273506,-50.53857,129,1858,26,4,5,3,0,0
-20.355387,-50.51406,0,2,0,0,0,0,0,2
-20.161871,-50.588047,0,1,0,0,0,0,0,1
-20.302092,-50.591072,2,10,2,0,0,0,0,9
-20.318485,-50.52966,0,4,0,0,0,0,0,4
-20.270983,-50.55186,728,1263,52,4,2,83,6,0
-20.257584,-50.56035,15,27,2,0,1,1,0,7
-20.323515,-50.65239,0,9,0,0,0,0,0,8
-20.380875,-50.58347,0,3,0,0,0,0,0,0
-20.21402,-50.561527,0,2,0,0,0,0,0,1
-20.234703,-50.511078,0,5,0,0,0,0,0,5
-20.270084,-50.546387,1094,1135,39,0,7,50,11,0
-20.267973,-50.517395,18,4,3,0,0,0,1,2
-20.177792,-50.556217,0,8,0,0,0,0,0,5
-20.264688,-50.571056,3,3,0,0,0,0,0,2
-20.273397,-50.466007,0,5,0,0,0,0,0,1
-20.259617,-50.549156,250,857,20,3,5,2,1,1
-20.275356,-50.540897,173,1640,29,6,6,8,1,0
-20.281738,-50.53739,20,520,25,2,0,0,0,0
-20.285316,-50.545765,139,953,21,3,3,1,0,0
-20.306067,-50.51634,3,12,2,0,0,0,0,7
-20.329824,-50.65731,0,6,0,0,0,0,0,5
-20.250834,-50.482487,0,2,0,0,0,0,0,2
-20.331553,-50.49273,0,2,0,0,0,0,0,2
-20.276726,-50.614147,0,7,0,0,0,0,0,4
-20.209423,-50.587933,0,6,0,0,0,0,0,2
-20.376768,-50.52144,0,3,0,0,0,0,0,1
-20.26619,-50.523987,47,376,10,3,1,0,1,0
-20.207605,-50.563763,0,3,0,0,0,0,0,0
-20.16772,-50.562046,0,1,0,0,0,0,0,2
-20.27656,-50.570625,2,40,2,0,0,0,0,6
-20.254923,-50.570854,4,19,4,0,0,0,0,12
-20.251554,-50.52989,2,5,0,0,0,0,0,3
-20.26361,-50.510784,0,18,4,0,0,0,0,8
-20.29143,-50.5485,25,620,32,1,0,0,0,3
-20.226183,-50.54068,1,6,0,0,0,0,0,6
-20.248375,-50.59785,0,3,0,0,0,0,0,2
-20.273468,-50.549698,819,1331,41,6,4,74,10,0
-20.269527,-50.54125,336,1487,27,5,7,12,3,0
-20.34718,-50.516865,0,2,0,0,0,0,0,1
-20.32757,-50.48012,0,1,0,0,0,0,0,0
-20.157587,-50.567776,0,0,0,0,0,0,0,0
-20.272865,-50.482986,0,3,0,0,0,0,0,1
-20.302553,-50.502815,1,12,0,0,0,0,0,9
-20.251514,-50.539005,0,17,1,0,0,0,0,3
-20.212742,-50.52754,0,9,0,0,0,0,0,3
-20.268852,-50.56437,13,661,13,1,0,0,0,2
-20.254585,-50.544594,36,636,76,0,0,0,0,0
-20.16066,-50.58317,0,1,0,0,0,0,0,1
-20.183842,-50.537563,0,0,0,0,0,0,0,0
-20.274614,-50.556343,167,1286,38,2,5,1,0,0
-20.270105,-50.540897,306,1547,24,4,5,9,3,0
-20.281395,-50.555157,55,740,30,1,1,0,0,1
-20.276564,-50.50853,31,13,4,0,0,0,0,6
-20.284327,-50.54898,105,1308,25,4,2,1,0,1
-20.253277,-50.54363,6,520,67,0,0,0,0,0
-20.220842,-50.552395,0,3,0,1,0,0,0,1
-20.275846,-50.467777,0,4,0,0,0,0,0,0
-20.27594,-50.471233,0,6,0,0,0,0,0,3
-20.28675,-50.55133,65,929,24,0,2,1,1,1
-20.264177,-50.503086,1,7,1,0,0,0,0,5
-20.315508,-50.640263,0,3,0,0,0,0,0,2
-20.275976,-50.471012,0,5,0,0,0,0,0,2
-20.249676,-50.493813,0,7,0,0,0,0,0,5
-20.367672,-50.56779,0,0,0,0,0,0,0,0
-20.265348,-50.52692,108,492,14,3,1,0,1,0
-20.186708,-50.548668,0,0,0,0,0,0,0,0
-20.272266,-50.528507,102,1825,21,5,1,1,0,0
-20.392914,-50.520035,0,0,0,0,0,0,0,0
-20.211008,-50.586666,0,6,0,0,0,0,0,1
-20.22619,-50.600563,0,14,0,0,0,0,0,9
-20.276394,-50.568024,7,135,4,0,0,0,0,6
-20.295774,-50.539444,28,97,7,1,0,0,2,4
-20.2532,-50.548286,52,1062,79,2,4,1,0,0
-20.285791,-50.587555,0,9,0,0,0,0,0,5
-20.283825,-50.549366,112,1316,25,4,2,1,0,1
-20.366808,-50.522686,0,0,0,0,0,0,0,0
-20.258553,-50.55578,93,387,13,0,2,4,1,2
-20.182474,-50.55458,1,6,0,0,0,0,0,3
-20.312674,-50.51354,0,3,0,0,0,0,0,3
-20.28573,-50.55338,56,1025,33,1,2,1,1,2
-20.327717,-50.55764,1,6,0,0,0,0,0,1
-20.230885,-50.599586,0,8,0,0,0,0,0,9
-20.264261,-50.53,156,436,21,2,1,0,0,0
-20.274885,-50.556496,158,1245,39,2,5,1,0,0
-20.280159,-50.5006,0,6,0,0,0,0,0,4
-20.276068,-50.54759,383,1500,24,9,6,19,3,0
-20.281301,-50.53797,25,603,24,3,0,0,0,0
-20.397413,-50.50713,0,0,0,0,0,0,0,0
-20.332516,-50.48596,0,1,0,0,0,0,0,1
-20.267315,-50.523308,39,407,12,3,1,0,1,0
-20.34401,-50.61505,0,3,0,0,0,0,0,3
-20.29475,-50.550632,8,496,33,2,0,0,0,2
-20.312777,-50.52022,0,9,0,0,0,0,0,6
-20.267073,-50.57212,3,1,0,0,0,0,0,0
-20.276533,-50.550346,284,1484,21,8,3,17,2,0
-20.193356,-50.53509,0,5,0,0,1,0,0,4
-20.253914,-50.543102,5,449,67,0,0,0,0,0
-20.35248,-50.562176,0,2,0,0,0,0,0,2
-20.321447,-50.50786,1,11,0,0,0,0,0,6
-20.246302,-50.56982,1,6,0,0,0,0,0,5
-20.299496,-50.60552,0,13,0,0,0,0,0,7
-20.293474,-50.548256,20,541,33,2,0,0,0,3
-20.329329,-50.474125,0,1,0,0,0,0,0,0
-20.277756,-50.55576,84,832,20,3,3,1,0,2
-20.302752,-50.61855,0,7,0,0,1,0,0,7
-20.375582,-50.6085,0,0,0,0,0,0,0,0
-20.277468,-50.546764,285,1605,20,5,4,14,3,0
-20.250982,-50.504047,2,3,0,0,0,0,0,2
-20.26351,-50.534676,179,360,17,1,2,1,1,0
-20.30914,-50.506134,6,27,0,0,0,0,0,7
-20.253216,-50.54868,74,1028,73,2,4,1,0,1
-20.374422,-50.592762,0,2,0,0,0,0,0,1
-20.25551,-50.53672,11,135,9,1,0,0,0,0
-20.270393,-50.53792,212,1714,29,6,6,2,0,0
-20.254688,-50.543564,10,550,70,0,0,0,0,0
-20.257889,-50.539978,62,415,24,1,0,0,0,0
-20.264456,-50.55132,229,1025,19,4,4,16,2,0
-20.253984,-50.575687,7,23,2,0,0,0,0,15
-20.249075,-50.593857,4,10,0,0,0,0,0,6
-20.373022,-50.56065,1,5,0,0,0,0,0,5
-20.196299,-50.586258,0,2,0,0,0,0,0,2
-20.235952,-50.471016,0,0,0,0,0,0,0,0
-20.2516,-50.530964,2,3,0,0,0,0,0,2
-20.257504,-50.55954,15,27,2,0,1,1,0,6
-20.33177,-50.520634,0,4,0,0,0,0,0,3
-20.306768,-50.593105,0,11,2,0,0,0,0,9
-20.256424,-50.55286,156,818,19,2,4,1,1,2
-20.250252,-50.547504,17,863,59,0,0,1,0,1
-20.273706,-50.456924,0,3,0,0,0,0,0,3
-20.334541,-50.564987,0,8,0,0,0,0,0,4
-20.242004,-50.538624,0,9,0,0,0,0,0,6
-20.253672,-50.53552,0,93,7,0,0,0,0,0
-20.314943,-50.513077,0,4,0,0,0,1,0,4
-20.196014,-50.585133,0,2,0,0,0,0,0,2
-20.184452,-50.574165,0,9,0,0,0,0,0,6
-20.252207,-50.5289,3,6,0,0,0,0,0,3
-20.25318,-50.535004,1,70,7,0,0,0,0,0
-20.297436,-50.50118,2,5,0,0,0,0,0,5
-20.247414,-50.549953,15,956,21,1,0,0,0,1
-20.26168,-50.54328,251,693,28,2,0,2,0,0
-20.276953,-50.54108,159,1486,23,7,3,7,0,0
-20.28483,-50.540764,87,480,20,3,3,1,0,0
-20.280775,-50.53813,38,660,24,4,0,0,0,0
-20.268791,-50.52461,54,834,16,4,1,1,1,0
-20.180159,-50.59044,0,1,0,0,0,0,0,2
-20.276476,-50.56957,3,60,2,0,0,0,0,6
-20.345709,-50.5972,0,4,0,0,0,0,0,2
-20.37194,-50.49838,0,8,0,0,0,0,0,2
-20.274513,-50.55526,211,1310,38,4,6,23,1,0
-20.266478,-50.546192,811,990,32,3,5,27,5,0
-20.238672,-50.49308,0,2,0,0,0,0,0,1
-20.347158,-50.537624,0,3,0,0,0,0,0,2
-20.249962,-50.534,1,4,0,0,0,0,0,2
-20.269274,-50.549828,993,1095,44,3,5,89,8,0
-20.284767,-50.537746,8,515,32,1,1,0,0,0
-20.272112,-50.529003,112,1808,21,5,2,1,0,0
-20.275093,-50.57622,0,19,1,0,0,0,0,1
-20.291468,-50.536983,11,396,24,1,0,0,0,2
-20.236032,-50.551495,0,8,1,0,0,0,0,3
-20.286533,-50.54984,71,1009,23,2,2,1,1,1
-20.187395,-50.524094,0,1,0,0,0,0,0,1
-20.24479,-50.550377,14,865,31,0,0,0,0,0
-20.287704,-50.547005,125,833,13,2,2,1,0,1
-20.242462,-50.553066,12,760,51,1,1,0,0,0
-20.37993,-50.599586,0,0,0,0,0,0,0,0
-20.318338,-50.62419,0,1,0,0,0,0,0,2
-20.29788,-50.53995,19,89,6,0,0,0,2,3
-20.268143,-50.523296,34,506,13,3,1,0,1,0
-20.244312,-50.576447,1,21,0,1,0,0,0,21
-20.289288,-50.54038,88,638,32,2,0,0,0,0
-20.280546,-50.508446,0,10,0,0,0,0,0,5
-20.289528,-50.538017,24,678,36,1,0,0,0,0
-20.328026,-50.563435,3,10,0,1,0,0,1,5
-20.226591,-50.534145,1,10,1,0,0,0,0,9
-20.278372,-50.558834,16,305,17,0,5,0,0,1
-20.28034,-50.53572,24,633,28,3,0,0,0,0
-20.274258,-50.555683,205,1311,40,3,6,21,1,0
-20.296427,-50.56855,0,11,0,0,0,0,0,7
-20.33275,-50.518566,0,3,0,0,0,0,0,2
-20.298601,-50.539997,22,91,5,0,0,0,2,3
-20.258575,-50.541946,83,526,28,1,0,0,0,0
-20.362951,-50.55997,0,4,0,0,0,0,0,3
-20.248796,-50.55281,31,1179,10,1,1,2,0,1
-20.278406,-50.54397,224,1421,20,9,2,8,0,0
-20.251385,-50.548473,22,1074,63,0,0,1,0,1
-20.276468,-50.54419,280,1506,21,7,5,16,3,0
-20.230999,-50.536427,2,9,1,0,0,0,0,7
-20.273605,-50.54496,637,1339,28,3,8,26,9,0
-20.27106,-50.503014,3,20,1,0,0,0,0,6
-20.345535,-50.56658,0,3,0,0,0,0,0,1
-20.275515,-50.48927,1,10,0,0,0,0,0,5
-20.284807,-50.539566,48,526,38,2,2,0,0,0
-20.252176,-50.507618,1,7,0,0,0,0,0,6
-20.255005,-50.58554,1,10,0,0,0,0,0,10
-20.32133,-50.646366,0,8,0,1,1,0,0,2
-20.16649,-50.59096,0,0,0,0,0,0,0,0
-20.27375,-50.455765,0,2,0,0,0,0,0,2
-20.270084,-50.508476,74,39,4,0,0,0,0,9
-20.284416,-50.54922,113,1301,24,3,2,1,0,1
-20.22486,-50.549927,0,2,0,0,0,0,0,2
-20.171915,-50.5907,0,1,0,0,0,0,0,1
-20.331419,-50.564373,3,11,0,1,0,0,1,6
-20.16532,-50.532978,0,1,1,0,0,0,0,2
-20.351725,-50.552776,0,0,0,0,0,0,0,0
-20.290295,-50.551777,36,668,10,1,1,1,0,1
-20.357868,-50.569416,1,13,2,1,0,0,0,7
-20.230692,-50.57853,0,14,0,0,0,0,0,10
-20.253084,-50.561203,4,36,0,0,0,0,0,26
-20.323282,-50.652737,0,9,0,0,0,0,0,8
-20.244583,-50.482723,0,4,0,0,0,0,0,2
-20.272272,-50.575035,0,14,1,0,0,0,0,4
-20.282982,-50.550694,105,1431,31,4,3,2,0,1
-20.292393,-50.552605,16,513,28,0,0,0,0,2
-20.278898,-50.53391,20,695,26,1,2,0,0,1
-20.27096,-50.54702,1111,1050,43,1,7,71,11,0
-20.297949,-50.60038,0,15,1,0,0,0,0,11
-20.266335,-50.534317,204,968,18,5,6,2,1,0
-20.276093,-50.55573,141,1100,25,3,6,1,0,1
-20.285927,-50.549915,77,1108,24,2,2,1,1,1
-20.160255,-50.53201,0,0,0,0,0,0,0,0
-20.338598,-50.523613,0,12,1,0,0,0,0,6
-20.317108,-50.494247,0,0,0,0,0,0,0,0
-20.187143,-50.532143,0,6,0,0,0,0,0,6
-20.282942,-50.547623,140,1402,27,5,2,1,0,1
-20.248898,-50.557606,49,630,4,0,2,1,0,9
-20.261324,-50.55744,60,222,7,0,2,4,0,2
-20.297132,-50.54236,36,69,6,0,0,0,2,3
-20.339346,-50.564087,0,6,0,0,0,0,0,5
-20.263681,-50.54098,213,498,17,2,2,3,1,0
-20.277523,-50.555958,91,831,22,3,3,1,0,2
-20.220356,-50.577866,1,10,1,0,0,0,0,6
-20.24951,-50.593838,4,9,0,0,0,0,0,8
-20.255243,-50.55269,132,877,18,2,4,1,0,2
-20.378914,-50.590874,0,1,0,0,0,0,0,2
-20.2708,-50.503235,5,23,1,0,0,0,0,7
-20.27074,-50.564342,26,864,20,1,1,0,0,2
-20.188995,-50.590115,0,2,0,0,0,0,0,2
-20.258123,-50.53991,68,409,22,1,0,0,0,0
-20.145298,-50.59697,0,0,0,0,0,0,0,1
-20.327826,-50.55724,1,6,0,0,0,0,0,1
-20.32283,-50.509113,1,9,0,0,0,0,0,4
-20.276892,-50.600178,0,5,0,0,0,0,0,6
-20.254932,-50.544575,45,637,79,0,0,0,0,0
-20.246952,-50.50337,1,3,0,0,0,0,0,3
-20.216722,-50.528732,0,12,1,0,0,0,0,6
-20.25381,-50.54894,110,1063,73,2,4,1,0,0
-20.263441,-50.59012,0,12,1,0,0,0,0,8
-20.393843,-50.508423,0,2,0,0,0,0,0,2
-20.273039,-50.47749,0,5,0,0,0,0,0,4
-20.282434,-50.552773,89,1166,35,1,3,2,1,2
-20.250538,-50.53354,1,1,0,0,0,0,0,0
-20.257524,-50.5193,0,0,0,0,0,0,0,0
-20.287252,-50.55385,38,820,32,1,2,1,1,0
-20.26718,-50.52349,39,412,12,3,1,0,1,0
-20.342283,-50.523193,0,10,0,0,0,0,0,6
-20.27957,-50.49922,0,6,0,0,0,0,0,3
-20.23454,-50.544796,0,9,0,0,0,0,0,5
-20.28044,-50.5357,22,613,28,3,0,0,0,0
-20.166702,-50.5324,0,1,1,0,0,0,0,2
-20.328072,-50.59691,0,6,0,0,0,0,0,6
-20.241362,-50.57722,0,15,0,0,0,0,0,14
-20.285503,-50.550293,83,1188,25,2,2,1,1,1
-20.268623,-50.524883,61,858,17,4,1,1,1,0
-20.296223,-50.568573,0,11,0,0,0,0,0,7
-20.188293,-50.52423,0,1,0,0,0,0,0,1
-20.259045,-50.531586,45,126,32,0,0,0,0,0
-20.309965,-50.47343,0,0,0,0,0,0,0,0
-20.277313,-50.535007,71,1104,27,1,2,0,0,1
-20.259382,-50.535473,97,198,30,1,0,0,1,0
-20.260248,-50.533665,119,165,32,0,0,0,0,0
-20.318022,-50.52985,0,6,0,0,0,0,0,4
-20.25917,-50.55232,218,749,20,2,5,3,1,2
-20.274307,-50.529682,81,1729,30,6,1,1,0,1
-20.278074,-50.534687,43,909,29,1,2,0,0,1
-20.251017,-50.554893,43,742,5,2,1,2,0,7
-20.270838,-50.560493,78,1323,29,1,3,0,0,0
-20.276573,-50.526028,27,963,25,3,1,1,0,2
-20.241331,-50.491383,0,2,0,0,0,0,0,1
-20.265928,-50.523556,37,306,10,3,1,0,1,0
-20.22312,-50.563766,0,0,0,0,0,0,0,0
-20.329838,-50.504753,0,0,0,0,0,0,0,0
-20.171453,-50.559887,0,3,0,0,0,0,0,2
-20.177637,-50.52009,0,1,0,0,0,0,0,1
-20.241627,-50.55351,13,676,58,1,1,0,0,0
-20.29371,-50.55819,4,106,1,0,0,0,0,2
-20.241076,-50.49502,0,2,0,0,0,0,0,1
-20.295208,-50.499756,2,5,0,0,0,0,0,4
-20.307997,-50.505375,5,26,0,0,0,0,0,6
-20.247164,-50.592136,4,10,0,0,0,0,0,7
-20.372477,-50.513676,0,0,0,0,0,0,0,0
-20.263798,-50.59032,0,11,1,0,0,0,0,8
-20.29793,-50.587475,1,17,1,0,0,0,0,11
-20.297571,-50.543427,33,61,6,1,0,0,2,3
-20.266947,-50.53631,195,1130,19,5,6,3,1,0
-20.252028,-50.52959,2,5,0,0,0,0,0,3
-20.283995,-50.585384,0,10,0,0,0,0,0,5
-20.334366,-50.490025,0,1,0,0,0,0,0,1
-20.322834,-50.56209,0,1,0,0,0,0,0,1
-20.293112,-50.543278,57,184,8,2,0,0,2,4
-20.26811,-50.515553,24,8,4,0,0,0,1,4
-20.345884,-50.516205,0,2,0,0,0,0,0,1
-20.281094,-50.55029,118,1599,30,5,2,1,0,1
-20.260015,-50.548107,265,847,25,2,3,2,1,0
-20.26565,-50.53016,185,626,12,3,1,0,0,0
-20.258492,-50.53164,40,141,31,0,0,0,0,0
-20.285357,-50.55672,31,678,25,1,1,0,1,1
-20.161694,-50.587334,0,1,0,0,0,0,0,1
-20.207815,-50.545326,0,2,1,0,0,0,0,1
-20.258812,-50.5467,216,800,34,1,3,0,0,0
-20.332008,-50.49192,0,2,0,0,0,0,0,2
-20.274307,-50.54141,238,1612,25,5,7,13,3,0
-20.276674,-50.47242,0,3,0,0,0,0,0,3
-20.25439,-50.54964,128,1071,62,2,4,1,0,0
-20.224487,-50.562435,0,0,0,0,0,0,0,0
-20.306532,-50.54738,9,2,0,0,0,0,0,3
-20.311268,-50.633472,1,17,0,0,0,0,0,16
-20.256315,-50.562668,6,27,2,0,0,0,0,18
-20.2776,-50.54371,230,1513,22,9,4,9,1,0
-20.285612,-50.53493,4,316,24,0,0,0,0,0
-20.262712,-50.541065,213,517,20,1,1,3,1,0
-20.270386,-50.52817,110,1708,12,7,2,1,0,0
-20.300636,-50.48815,0,0,0,0,0,0,0,0
-20.271019,-50.55307,560,1384,57,4,1,76,2,0
-20.165361,-50.563377,0,2,0,0,0,0,0,2
-20.26308,-50.52054,9,11,2,0,0,0,0,1
-20.284113,-50.55699,28,643,21,0,1,0,1,1
-20.252993,-50.549328,89,1026,62,2,4,1,0,1
-20.25767,-50.542625,74,614,41,1,0,0,0,0
-20.261684,-50.544792,328,747,25,2,1,2,1,0
-20.38457,-50.59,0,1,0,0,0,0,0,3
-20.227009,-50.51772,0,4,0,0,0,0,0,3
-20.266373,-50.549023,757,975,39,4,6,41,5,0
-20.170727,-50.60193,0,13,0,0,0,0,0,7
-20.179976,-50.530647,0,9,0,0,0,0,0,7
-20.252775,-50.539295,0,78,9,0,0,0,0,0
-20.31372,-50.556255,3,9,1,1,0,0,0,6
-20.308554,-50.516796,3,13,1,0,0,0,0,8
-20.254992,-50.532482,2,106,13,0,0,0,0,0
-20.307487,-50.50724,5,27,1,0,0,0,0,7
-20.277328,-50.54458,257,1531,22,8,4,12,3,0
-20.229815,-50.599834,0,10,0,0,0,0,0,9
-20.264692,-50.590824,0,9,0,0,0,0,0,7
-20.355335,-50.576626,0,3,1,0,0,0,0,1
-20.252615,-50.55435,63,782,13,2,1,2,0,5
-20.254223,-50.53615,1,100,8,0,0,0,0,0
-20.257551,-50.55088,220,950,24,2,4,0,1,2
-20.272097,-50.562298,57,1290,30,1,3,0,0,2
-20.273207,-50.46567,0,5,0,0,0,0,0,1
-20.376348,-50.50089,0,9,0,0,0,0,0,3
-20.339441,-50.61091,0,0,0,0,0,0,0,0
-20.288605,-50.55487,28,564,17,1,1,1,1,0
-20.268272,-50.513954,35,18,4,0,0,0,1,8
-20.249458,-50.54714,14,766,54,0,0,0,0,1
-20.275988,-50.55848,90,793,22,0,5,1,0,1
-20.203379,-50.516552,0,0,0,0,0,0,0,0
-20.378887,-50.512108,0,1,0,0,0,0,0,1
-20.288408,-50.544106,117,559,14,0,1,0,0,0
-20.288074,-50.54739,97,779,11,2,1,1,0,1
-20.258755,-50.543636,116,687,34,1,0,0,0,0
-20.3164,-50.512657,0,7,0,0,0,1,0,6
-20.251759,-50.589813,4,8,0,0,0,0,0,8
-20.37332,-50.52187,0,3,0,0,0,0,0,1
-20.18368,-50.554623,1,5,0,0,0,0,0,2
-20.383797,-50.5916,0,3,0,0,0,0,0,5
-20.285822,-50.54251,104,557,15,2,3,1,0,0
-20.345633,-50.502296,0,4,0,0,0,0,0,1
-20.26126,-50.556877,73,274,8,0,2,4,1,2
-20.29177,-50.543777,78,338,10,2,0,0,0,4
-20.211752,-50.555332,0,5,0,0,0,0,0,1
-20.291292,-50.546043,76,533,20,1,0,0,0,3
-20.365973,-50.574123,0,3,0,0,0,0,0,2
-20.260908,-50.546494,310,889,29,1,2,2,1,0
-20.263975,-50.590424,0,10,1,0,0,0,0,8
-20.262766,-50.53788,133,284,17,1,3,2,1,0
-20.273006,-50.47844,0,4,0,0,0,0,0,2
-20.340607,-50.58833,0,4,0,0,0,0,0,2
-20.34965,-50.578957,2,3,0,0,0,0,0,3
-20.286282,-50.55826,19,569,21,1,1,0,1,1
-20.295261,-50.52716,0,2,0,0,1,0,0,1
-20.26916,-50.548576,1081,1055,41,1,4,88,9,0
-20.256985,-50.548035,199,870,51,1,4,0,0,0
-20.254532,-50.4903,0,7,0,0,0,0,0,7
-20.179867,-50.554996,1,6,0,0,0,0,0,5
-20.274992,-50.502132,0,11,0,0,0,0,0,8
-20.273043,-50.514294,30,11,1,0,0,0,1,1
-20.272512,-50.509026,77,38,6,0,0,0,0,9
-20.232466,-50.578205,0,14,0,0,0,0,0,10
-20.232565,-50.578186,0,14,0,0,0,0,0,10
-20.300364,-50.527664,3,8,1,0,0,0,0,2
-20.250235,-50.59076,4,7,0,0,0,0,0,6
-20.26529,-50.553738,135,907,24,4,3,13,0,0
-20.189981,-50.605225,0,12,1,0,0,0,0,9
-20.272558,-50.557487,165,1405,35,1,5,4,0,0
-20.260553,-50.542507,175,600,26,1,0,0,0,0
-20.333586,-50.605377,0,0,0,0,0,0,0,0
-20.345133,-50.591656,0,6,0,0,0,0,0,3
